mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,name,note,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features
1367,gtfs-rt,sa,CA,Québec,,Exo Haut-Saint-Laurent,,,745,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?agency=CITHSL,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,45.235,45.498306,-73.811902,-73.564724,2022-03-17T13:15:52+00:00,,
1368,gtfs-rt,vp,CA,Québec,,Exo Haut-Saint-Laurent,,,745,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?agency=CITHSL,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,45.235,45.498306,-73.811902,-73.564724,2022-03-17T13:15:52+00:00,,
1369,gtfs-rt,tu,CA,Québec,,Exo Le Richelain,,,746,https://opendata.exo.quebec/ServiceGTFSR/TripUpdate.pb?agency=CITLR,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,45.351194,45.548627,-73.565996,-73.387583,2022-03-17T13:15:53+00:00,,
1370,gtfs-rt,sa,CA,Québec,,Exo Le Richelain,,,746,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?agency=CITLR,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,45.351194,45.548627,-73.565996,-73.387583,2022-03-17T13:15:53+00:00,,
1371,gtfs-rt,vp,CA,Québec,,Exo Le Richelain,,,746,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?agency=CITLR,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,45.351194,45.548627,-73.565996,-73.387583,2022-03-17T13:15:53+00:00,,
1372,gtfs-rt,tu,US,Virginia,Arlington,Arlington Transit,,,485,http://realtime.commuterpage.com/rtt/public/utility/gtfsrealtime.aspx/tripupdate,0,,,,https://www.arlingtontransit.com/riding-art/rider-tools/tools-for-developers/,38.839365,38.925147,-77.162277,-77.049105,2022-07-26T17:57:45+00:00,,
1373,gtfs-rt,tu,NZ,Waikato,,"SeaLink Pine Harbour, Waikato Regional Council, Pavlovich Transport Solutions, AT Metro",Auckland Transport Developer,,1029,https://api.at.govt.nz/v2/public/realtime/tripupdates,2,https://dev-portal.at.govt.nz/,Ocp-Apim-Subscription-Key,,https://dev-portal.at.govt.nz/,-37.79264,-36.2941,174.43058,175.46803,2022-03-17T19:46:33+00:00,,
1374,gtfs-rt,sa,NZ,Waikato,,"SeaLink Pine Harbour, Waikato Regional Council, Pavlovich Transport Solutions, AT Metro",Auckland Transport Developer,,1029,https://api.at.govt.nz/v2/public/realtime/servicealerts,2,https://dev-portal.at.govt.nz/,Ocp-Apim-Subscription-Key,,https://dev-portal.at.govt.nz/,-37.79264,-36.2941,174.43058,175.46803,2022-03-17T19:46:33+00:00,,
1375,gtfs-rt,vp,NZ,Waikato,,"SeaLink Pine Harbour, Waikato Regional Council, Pavlovich Transport Solutions, AT Metro",Auckland Transport Developer,,1029,https://api.at.govt.nz/v2/public/realtime/vehiclelocations,2,https://dev-portal.at.govt.nz/,Ocp-Apim-Subscription-Key,,https://dev-portal.at.govt.nz/,-37.79264,-36.2941,174.43058,175.46803,2022-03-17T19:46:33+00:00,,
1376,gtfs-rt,sa,CA,British Columbia,Campbell River,BC Transit (Campbell River Transit),,,691,https://bct.tmix.se/gtfs-realtime/alerts.pb?operatorIds=12,0,,,,,49.869973,50.063857,-125.286389,-125.129018,2022-03-16T22:04:08+00:00,,
1377,gtfs-rt,tu,CA,British Columbia,Campbell River,BC Transit (Campbell River Transit),,,691,https://bct.tmix.se/gtfs-realtime/tripupdates.pb?operatorIds=12,0,,,,,49.869973,50.063857,-125.286389,-125.129018,2022-03-16T22:04:08+00:00,,
1378,gtfs-rt,vp,CA,British Columbia,Campbell River,BC Transit (Campbell River Transit),,,691,https://bct.tmix.se/gtfs-realtime/vehicleupdates.pb?operatorIds=12,0,,,,,49.869973,50.063857,-125.286389,-125.129018,2022-03-16T22:04:08+00:00,,
1379,gtfs-rt,vp,CA,British Columbia,,BC Transit (Cowichan Valley Regional Transit System),,,694,https://bct.tmix.se/gtfs-realtime/vehicleupdates.pb?operatorIds=10,0,,,,,48.418266,48.998334,-124.218623,-123.364449,2022-03-16T22:04:16+00:00,,
1380,gtfs-rt,sa,CA,British Columbia,,BC Transit (Cowichan Valley Regional Transit System),,,694,https://bct.tmix.se/gtfs-realtime/alerts.pb?operatorIds=10,0,,,,,48.418266,48.998334,-124.218623,-123.364449,2022-03-16T22:04:16+00:00,,
1381,gtfs-rt,tu,CA,British Columbia,,BC Transit (Cowichan Valley Regional Transit System),,,694,https://bct.tmix.se/gtfs-realtime/tripupdates.pb?operatorIds=10,0,,,,,48.418266,48.998334,-124.218623,-123.364449,2022-03-16T22:04:16+00:00,,
1382,gtfs-rt,vp,CA,Ontario,Barrie,Barrie Transit,,,3,http://www.myridebarrie.ca/gtfs/GTFS_VehiclePositions.pb,0,,,,,44.3218044,44.42020676,-79.74063237,-79.61089569,2022-03-01T22:43:25+00:00,,
1383,gtfs-rt,sa,CA,Ontario,Barrie,Barrie Transit,,,3,http://www.myridebarrie.ca/gtfs/GTFS_ServiceAlerts.pb,0,,,,,44.3218044,44.42020676,-79.74063237,-79.61089569,2022-03-01T22:43:25+00:00,,
1384,gtfs-rt,tu,CA,Ontario,Barrie,Barrie Transit,,,3,http://www.myridebarrie.ca/gtfs/GTFS_TripUpdates.pb,0,,,,,44.3218044,44.42020676,-79.74063237,-79.61089569,2022-03-01T22:43:25+00:00,,
1385,gtfs-rt,sa,US,California,San Francisco,Bay Area Rapid Transit (BART),,,53,http://api.bart.gov/gtfsrt/alerts.aspx,0,,,,,37.368473,38.01891,-122.468908,-121.780346,2022-03-14T20:08:49+00:00,,
1386,gtfs-rt,tu,US,California,San Francisco,Bay Area Rapid Transit (BART),,,53,http://api.bart.gov/gtfsrt/tripupdate.aspx,0,,,,,37.368473,38.01891,-122.468908,-121.780346,2022-03-14T20:08:49+00:00,,
1387,gtfs-rt,vp,CA,British Columbia,Comox Valley,BC Transit (Comox Valley Transit System),,,693,http://comox.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.472244,49.873376,-125.147712,-124.795209,2022-03-16T22:04:14+00:00,,
1388,gtfs-rt,sa,CA,British Columbia,Comox Valley,BC Transit (Comox Valley Transit System),,,693,https://comox.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.472244,49.873376,-125.147712,-124.795209,2022-03-16T22:04:14+00:00,,
1389,gtfs-rt,tu,CA,British Columbia,Comox Valley,BC Transit (Comox Valley Transit System),,,693,https://comox.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.472244,49.873376,-125.147712,-124.795209,2022-03-16T22:04:14+00:00,,
1390,gtfs-rt,vp,CA,British Columbia,Kamloops,BC Transit (Kamloops Transit System),,,707,http://kamloops.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,50.634135,50.860312,-120.42291,-120.078766,2022-03-16T22:05:14+00:00,,
1391,gtfs-rt,sa,CA,British Columbia,Kamloops,BC Transit (Kamloops Transit System),,,707,http://kamloops.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,50.634135,50.860312,-120.42291,-120.078766,2022-03-16T22:05:14+00:00,,
1392,gtfs-rt,tu,CA,British Columbia,Kamloops,BC Transit (Kamloops Transit System),,,707,http://kamloops.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,50.634135,50.860312,-120.42291,-120.078766,2022-03-16T22:05:14+00:00,,
1393,gtfs-rt,sa,CA,British Columbia,Kelowna,BC Transit (Kelowna Regional Transit System),,,704,http://kelowna.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.751924,50.073517,-119.790038,-119.347167,2022-03-16T22:05:10+00:00,,
1394,gtfs-rt,tu,CA,British Columbia,Kelowna,BC Transit (Kelowna Regional Transit System),,,704,http://kelowna.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.751924,50.073517,-119.790038,-119.347167,2022-03-16T22:05:10+00:00,,
1395,gtfs-rt,vp,CA,British Columbia,Kelowna,BC Transit (Kelowna Regional Transit System),,,704,http://kelowna.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.751924,50.073517,-119.790038,-119.347167,2022-03-16T22:05:10+00:00,,
1396,gtfs-rt,vp,CA,British Columbia,Victoria,BC Transit (Victoria Regional Transit System),,,695,http://victoria.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,48.33716,48.697757,-123.795435,-123.275822,2022-03-16T22:04:36+00:00,,
1397,gtfs-rt,sa,CA,British Columbia,Victoria,BC Transit (Victoria Regional Transit System),,,695,http://victoria.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,48.33716,48.697757,-123.795435,-123.275822,2022-03-16T22:04:36+00:00,,
1398,gtfs-rt,tu,CA,British Columbia,Victoria,BC Transit (Victoria Regional Transit System),,,695,http://victoria.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,48.33716,48.697757,-123.795435,-123.275822,2022-03-16T22:04:36+00:00,,
1399,gtfs-rt,vp,US,California,Oakland,Alameda-Contra Costa Transit District (AC Transit),,,1244,http://api.actransit.org/transit/gtfsrt/vehicles,1,https://api.actransit.org/transit/Account/Register,token,,http://www.actransit.org/data-terms-and-conditions/,37.409768,38.017813,-122.421947,-121.886829,2022-03-23T23:19:13+00:00,,
1400,gtfs-rt,sa,US,California,Oakland,Alameda-Contra Costa Transit District (AC Transit),,,1244,http://api.actransit.org/transit/gtfsrt/alerts,1,https://api.actransit.org/transit/Account/Register,token,,http://www.actransit.org/data-terms-and-conditions/,37.409768,38.017813,-122.421947,-121.886829,2022-03-23T23:19:13+00:00,,
1401,gtfs-rt,tu,US,California,Oakland,Alameda-Contra Costa Transit District (AC Transit),,,1244,http://api.actransit.org/transit/gtfsrt/tripupdates,1,https://api.actransit.org/transit/Account/Register,token,,http://www.actransit.org/data-terms-and-conditions/,37.409768,38.017813,-122.421947,-121.886829,2022-03-23T23:19:13+00:00,,
1402,gtfs-rt,vp,CA,British Columbia,Nanaimo,BC Transit - Regional District of Nanaimo (RDN) Transit System,,,692,http://nanaimo.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,48.774918,49.464455,-124.72594,-123.701411,2022-03-16T22:04:12+00:00,,
1403,gtfs-rt,sa,CA,British Columbia,Nanaimo,BC Transit - Regional District of Nanaimo (RDN) Transit System,,,692,http://nanaimo.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,48.774918,49.464455,-124.72594,-123.701411,2022-03-16T22:04:12+00:00,,
1404,gtfs-rt,tu,CA,British Columbia,Nanaimo,BC Transit - Regional District of Nanaimo (RDN) Transit System,,,692,http://nanaimo.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,48.774918,49.464455,-124.72594,-123.701411,2022-03-16T22:04:12+00:00,,
1405,gtfs-rt,vp,CA,British Columbia,Port Alberni,Port Alberni,,,761,https://bct.tmix.se/gtfs-realtime/vehicleupdates.pb?operatorIds=11,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.21847,49.27743,-124.85047,-124.78265,2022-03-17T13:16:35+00:00,,
1406,gtfs-rt,sa,CA,British Columbia,Port Alberni,Port Alberni,,,761,https://bct.tmix.se/gtfs-realtime/alerts.pb?operatorIds=11,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.21847,49.27743,-124.85047,-124.78265,2022-03-17T13:16:35+00:00,,
1407,gtfs-rt,tu,CA,British Columbia,Port Alberni,Port Alberni,,,761,https://bct.tmix.se/gtfs-realtime/tripupdates.pb?operatorIds=11,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.21847,49.27743,-124.85047,-124.78265,2022-03-17T13:16:35+00:00,,
1408,gtfs-rt,vp,CA,British Columbia,Squamish,BC Transit (Squamish),,,701,http://squamish.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.696302,49.774333,-123.157502,-123.099042,2022-03-16T22:05:03+00:00,,
1409,gtfs-rt,sa,CA,British Columbia,Squamish,BC Transit (Squamish),,,701,http://squamish.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.696302,49.774333,-123.157502,-123.099042,2022-03-16T22:05:03+00:00,,
1410,gtfs-rt,tu,CA,British Columbia,Squamish,BC Transit (Squamish),,,701,http://squamish.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,49.696302,49.774333,-123.157502,-123.099042,2022-03-16T22:05:03+00:00,,
1411,gtfs-rt,vp,CA,British Columbia,Whistler,BC Transit (Whistler Transit System),,,702,http://whistler.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,50.077122,50.159071,-123.043635,-122.926836,2022-03-16T22:05:05+00:00,,
1412,gtfs-rt,sa,CA,British Columbia,Whistler,BC Transit (Whistler Transit System),,,702,http://whistler.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,50.077122,50.159071,-123.043635,-122.926836,2022-03-16T22:05:05+00:00,,
1413,gtfs-rt,tu,CA,British Columbia,Whistler,BC Transit (Whistler Transit System),,,702,http://whistler.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,,https://www.bctransit.com/open-data/terms-of-use,50.077122,50.159071,-123.043635,-122.926836,2022-03-16T22:05:05+00:00,,
1414,gtfs-rt,vp,US,Missouri,St. Louis,Metro St. Louis,,,190,https://www.metrostlouis.org/RealTimeData/StlRealTimeVehicles.pb,0,,,,https://www.metrostlouis.org/developer-resources/,38.469747,38.825646,-90.662094,-89.874657,2022-03-15T17:41:23+00:00,,
1415,gtfs-rt,sa,US,Missouri,St. Louis,Metro St. Louis,,,190,https://www.metrostlouis.org/RealTimeData/StlRealTimeAlerts.pb,0,,,,https://www.metrostlouis.org/developer-resources/,38.469747,38.825646,-90.662094,-89.874657,2022-03-15T17:41:23+00:00,,
1416,gtfs-rt,tu,US,Missouri,St. Louis,Metro St. Louis,,,190,http://www.metrostlouis.org/RealTimeData/StlRealTimeTrips.pb,0,,,,https://www.metrostlouis.org/developer-resources/,38.469747,38.825646,-90.662094,-89.874657,2022-03-15T17:41:23+00:00,,
1417,gtfs-rt,vp,CA,Ontario,Burlington,Burlington Transit,,,724,http://opendata.burlington.ca/gtfs-rt/GTFS_VehiclePositions.pb,0,,,,,43.256679,43.411717,-79.892603,-79.725184,2022-03-16T22:06:59+00:00,,
1418,gtfs-rt,sa,CA,Ontario,Burlington,Burlington Transit,,,724,http://opendata.burlington.ca/gtfs-rt/GTFS_ServiceAlerts.pb,0,,,,,43.256679,43.411717,-79.892603,-79.725184,2022-03-16T22:06:59+00:00,,
1419,gtfs-rt,tu,CA,Ontario,Burlington,Burlington Transit,,,724,http://opendata.burlington.ca/gtfs-rt/GTFS_TripUpdates.pb,0,,,,,43.256679,43.411717,-79.892603,-79.725184,2022-03-16T22:06:59+00:00,,
1420,gtfs-rt,vp,CA,Alberta,Calgary,Calgary Transit,,,712,http://transitdata.calgary.ca/ctransit/vehiclepositions.pb,0,,,,https://data.calgary.ca/stories/s/u45n-7awa/,50.854661,51.184083,-114.269483,-113.821508,2022-03-16T22:05:29+00:00,,
1421,gtfs-rt,sa,CA,Alberta,Calgary,Calgary Transit,,,712,http://transitdata.calgary.ca/ctransit/alerts.pb,0,,,,https://data.calgary.ca/stories/s/u45n-7awa/,50.854661,51.184083,-114.269483,-113.821508,2022-03-16T22:05:29+00:00,,
1422,gtfs-rt,tu,CA,Alberta,Calgary,Calgary Transit,,,712,http://transitdata.calgary.ca/ctransit/tripupdates.pb,0,,,,https://data.calgary.ca/stories/s/u45n-7awa/,50.854661,51.184083,-114.269483,-113.821508,2022-03-16T22:05:29+00:00,,
1423,gtfs-rt,vp|sa|tu,AU,Australian Capital Territory,Canberra,Canberra Metro Operations,Canberra Metro Light Rail,"This source includes Vehicle Position, Trip Updates and Service Alerts entities under the same feed.",935,http://files.transport.act.gov.au/feeds/lightrail.pb,0,,,,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,2022-03-17T18:49:26+00:00,,
1424,gtfs-rt,vp,US,Michigan,Lansing,Capital Area Transportation Authority,,,402,http://developers.cata.org/gtfsrt/vehicle/vehiclepositions.pb,0,,,,https://www.cata.org/Portals/0/CATAGTFSLicenseAgreement20150323.pdf,42.565736,42.774685,-84.630626,-84.174003,2022-03-16T15:32:07+00:00,,
1425,gtfs-rt,sa,US,Michigan,Lansing,Capital Area Transportation Authority,,,402,http://developers.cata.org/gtfsrt/alert/alerts.pb,0,,,,https://www.cata.org/Portals/0/CATAGTFSLicenseAgreement20150323.pdf,42.565736,42.774685,-84.630626,-84.174003,2022-03-16T15:32:07+00:00,,
1426,gtfs-rt,tu,US,Michigan,Lansing,Capital Area Transportation Authority,,,402,http://developers.cata.org/gtfsrt/tripupdate/tripupdates.pb,0,,,,https://www.cata.org/Portals/0/CATAGTFSLicenseAgreement20150323.pdf,42.565736,42.774685,-84.630626,-84.174003,2022-03-16T15:32:07+00:00,,
1427,gtfs-rt,vp,US,Texas,Austin,Capital Metro,,,150,https://data.texas.gov/download/eiei-9rpf/application%2Foctet-stream,0,,,,https://www.capmetro.org/metrolabs/,30.147252,30.587897,-97.9911,-97.370389,2022-03-14T21:14:09+00:00,,
1428,gtfs-rt,sa,US,Texas,Austin,Capital Metro,,,150,https://data.texas.gov/download/nusn-7fcn/application%2Foctet-stream,0,,,,https://www.capmetro.org/metrolabs/,30.147252,30.587897,-97.9911,-97.370389,2022-03-14T21:14:09+00:00,,
1429,gtfs-rt,tu,US,Texas,Austin,Capital Metro,,,150,https://data.texas.gov/download/rmk2-acnw/application%2Foctet-stream,0,,,,https://www.capmetro.org/metrolabs/,30.147252,30.587897,-97.9911,-97.370389,2022-03-14T21:14:09+00:00,,
1430,gtfs-rt,vp,US,Ohio,Columbus,Central Ohio Transit Authority,,,404,http://realtime.cota.com/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,0,,,,https://www.cota.com/data/,39.830132,40.150499,-83.162655,-82.771726,2022-03-16T15:32:20+00:00,,
1431,gtfs-rt,sa,US,Ohio,Columbus,Central Ohio Transit Authority,,,404,http://realtime.cota.com/TMGTFSRealTimeWebService/Alert/Alerts.pb,0,,,,https://www.cota.com/data/,39.830132,40.150499,-83.162655,-82.771726,2022-03-16T15:32:20+00:00,,
1432,gtfs-rt,tu,US,Ohio,Columbus,Central Ohio Transit Authority,,,404,http://realtime.cota.com/TMGTFSRealTimeWebService/TripUpdate/TripUpdates.pb,0,,,,https://www.cota.com/data/,39.830132,40.150499,-83.162655,-82.771726,2022-03-16T15:32:20+00:00,,
1433,gtfs-rt,vp,CA,Ontario,Kingston,Kingston Transit,,,733,https://api.cityofkingston.ca/gtfs-realtime/vehicleupdates.pb,0,,,,,44.2175,44.27897,-76.66738,-76.43906,2022-03-16T22:08:47+00:00,,
1434,gtfs-rt,sa,CA,Ontario,Kingston,Kingston Transit,,,733,https://api.cityofkingston.ca/gtfs-realtime/alerts.pb,0,,,,,44.2175,44.27897,-76.66738,-76.43906,2022-03-16T22:08:47+00:00,,
1435,gtfs-rt,tu,CA,Ontario,Kingston,Kingston Transit,,,733,https://api.cityofkingston.ca/gtfs-realtime/tripupdates.pb,0,,,,,44.2175,44.27897,-76.66738,-76.43906,2022-03-16T22:08:47+00:00,,
1436,gtfs-rt,vp,US,California,Santa Monica,Big Blue Bus,,,37,http://gtfs.bigbluebus.com/vehiclepositions.bin,0,,,,http://gtfs.bigbluebus.com/,33.929498,34.075669,-118.549205,-118.237266,2022-03-14T20:07:49+00:00,,
1437,gtfs-rt,sa,US,California,Santa Monica,Big Blue Bus,,,37,http://gtfs.bigbluebus.com/alerts.bin,0,,,,http://gtfs.bigbluebus.com/,33.929498,34.075669,-118.549205,-118.237266,2022-03-14T20:07:49+00:00,,
1438,gtfs-rt,tu,US,California,Santa Monica,Big Blue Bus,,,37,http://gtfs.bigbluebus.com/tripupdates.bin,0,,,,http://gtfs.bigbluebus.com/,33.929498,34.075669,-118.549205,-118.237266,2022-03-14T20:07:49+00:00,,
1439,gtfs-rt,vp,US,California,San Diego,North County Transit District (NCTD),,,14,https://api.goswift.ly/real-time/nctd/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,32.716895,33.394164,-117.514206,-116.869776,2022-03-14T20:05:11+00:00,,
1440,gtfs-rt,sa,US,California,San Diego,North County Transit District (NCTD),,,14,https://api.goswift.ly/real-time/nctd/gtfs-rt-alerts/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,32.716895,33.394164,-117.514206,-116.869776,2022-03-14T20:05:11+00:00,,
1441,gtfs-rt,tu,US,California,San Diego,North County Transit District (NCTD),,,14,https://api.goswift.ly/real-time/nctd/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,32.716895,33.394164,-117.514206,-116.869776,2022-03-14T20:05:11+00:00,,
1442,gtfs-rt,vp,US,Michigan,,Suburban Mobility Authority for Regional Transit (SMART),,,414,https://api.goswift.ly/real-time/detroit-smartbus/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,42.116304,42.70713,-83.436741,-82.832411,2022-03-16T15:33:07+00:00,,
1443,gtfs-rt,sa,US,Michigan,,Suburban Mobility Authority for Regional Transit (SMART),,,414,https://api.goswift.ly/real-time/detroit-smartbus/gtfs-rt-alerts/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,42.116304,42.70713,-83.436741,-82.832411,2022-03-16T15:33:07+00:00,,
1444,gtfs-rt,tu,US,Michigan,,Suburban Mobility Authority for Regional Transit (SMART),,,414,https://api.goswift.ly/real-time/detroit-smartbus/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,42.116304,42.70713,-83.436741,-82.832411,2022-03-16T15:33:07+00:00,,
1445,gtfs-rt,vp,CA,Saskatchewan,Saskatoon,Saskatoon Transit,,,716,http://apps2.saskatoon.ca/app/data/Vehicle/VehiclePositions.pb,0,,,,,52.078661,52.202189,-106.760746,-106.550137,2022-03-16T22:06:20+00:00,,
1446,gtfs-rt,sa,CA,Saskatchewan,Saskatoon,Saskatoon Transit,,,716,http://apps2.saskatoon.ca/app/data/Alert/Alerts.pb,0,,,,,52.078661,52.202189,-106.760746,-106.550137,2022-03-16T22:06:20+00:00,,
1447,gtfs-rt,tu,CA,Saskatchewan,Saskatoon,Saskatoon Transit,,,716,http://apps2.saskatoon.ca/app/data/TripUpdate/TripUpdates.pb,0,,,,,52.078661,52.202189,-106.760746,-106.550137,2022-03-16T22:06:20+00:00,,
1448,gtfs-rt,vp,US,Washington,,Community Transit,,,287,https://s3.amazonaws.com/commtrans-realtime-prod/vehiclepositions.pb,0,,,,https://www.communitytransit.org/OpenData,47.592129,48.278539,-122.38471,-121.601001,2022-03-15T21:13:44+00:00,,
1449,gtfs-rt,sa,US,Washington,,Community Transit,,,287,https://s3.amazonaws.com/commtrans-realtime-prod/alerts.pb,0,,,,https://www.communitytransit.org/OpenData,47.592129,48.278539,-122.38471,-121.601001,2022-03-15T21:13:44+00:00,,
1450,gtfs-rt,tu,US,Washington,,Community Transit,,,287,https://s3.amazonaws.com/commtrans-realtime-prod/tripupdates.pb,0,,,,https://www.communitytransit.org/OpenData,47.592129,48.278539,-122.38471,-121.601001,2022-03-15T21:13:44+00:00,,
1451,gtfs-rt,vp,US,Connecticut,,Connecticut Transit,,,553,https://s3.amazonaws.com/cttransit-realtime-prod/vehiclepositions.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,40.997976,42.02084,-73.773703,-71.794509,2022-03-16T17:28:35+00:00,,
1452,gtfs-rt,sa,US,Connecticut,,Connecticut Transit,,,553,https://s3.amazonaws.com/cttransit-realtime-prod/alerts.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,40.997976,42.02084,-73.773703,-71.794509,2022-03-16T17:28:35+00:00,,
1453,gtfs-rt,tu,US,Connecticut,,Connecticut Transit,,,553,https://s3.amazonaws.com/cttransit-realtime-prod/tripupdates.pb,0,,,,https://www.cttransit.com/about/developers/terms-of-use,40.997976,42.02084,-73.773703,-71.794509,2022-03-16T17:28:35+00:00,,
1454,gtfs-rt,vp,US,Oregon,Corvallis,City of Corvallis,,,136,https://api.goswift.ly/real-time/ocwcog-corvallis/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,44.530912,44.615308,-123.3770226,-123.234437,2022-03-14T21:13:21+00:00,,
1455,gtfs-rt,tu,US,Oregon,Corvallis,City of Corvallis,,,136,https://api.goswift.ly/real-time/ocwcog-corvallis/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,44.530912,44.615308,-123.3770226,-123.234437,2022-03-14T21:13:21+00:00,,
1456,gtfs-rt,vp,US,Texas,Denton,Denton County Transportation Authority,,,151,http://api.transitime.org/api/v1/key/dca04420/agency/dcta/command/gtfs-rt/vehiclePositions?format=bin,0,,,,https://www.dcta.net/resources/open-data,32.92199276,33.25410212,-97.31863987,-96.926476,2022-03-14T21:14:11+00:00,,
1457,gtfs-rt,tu,US,Texas,Denton,Denton County Transportation Authority,,,151,http://api.transitime.org/api/v1/key/dca04420/agency/dcta/command/gtfs-rt/tripUpdates?format=bin,0,,,,https://www.dcta.net/resources/open-data,32.92199276,33.25410212,-97.31863987,-96.926476,2022-03-14T21:14:11+00:00,,
1458,gtfs-rt,vp,CA,Ontario,Hamilton,Hamilton Street Railway,,,723,https://opendata.hamilton.ca/GTFS-RT/GTFS_VehiclePositions.pb,0,,,,,43.156343,43.326073,-80.031354,-79.692514,2022-03-16T22:06:57+00:00,,
1459,gtfs-rt,sa,CA,Ontario,Hamilton,Hamilton Street Railway,,,723,https://opendata.hamilton.ca/GTFS-RT/GTFS_ServiceAlerts.pb,0,,,,,43.156343,43.326073,-80.031354,-79.692514,2022-03-16T22:06:57+00:00,,
